,moive name,English name,star,year,length,vote num,director,scriptwriter,type,actor,Domestic,International,Worldwide,imdb str
11,功夫,Kung Fu Hustle,8.6,2004,100分钟(3D重映),664272,周星驰,曾瑾昌/陈文强/周星驰/霍昕,喜剧/动作/犯罪/奇幻,周星驰/元秋/元华/黄圣依/梁小龙/陈国坤/田启文/林子聪/林雪/冯克安/释彦能/冯小刚/袁祥仁/张一白/赵志凌/董志华/何文辉/陈凯师/贾康熙/林子善/任珈锐/王仕颖,"$17,108,591","$87,773,854","$104,882,445",tt0373074
12,血战钢锯岭 Hacksaw Ridge,Hacksaw Ridge,8.7,2016,139分钟(中国大陆),573918,梅尔·吉布森,安德鲁·奈特/罗伯特·申坎,剧情/传记/历史/战争,安德鲁·加菲尔德/萨姆·沃辛顿/文斯·沃恩/雨果·维文/卢克·布雷西/泰莉莎·帕尔墨/瑞切尔·格里菲斯/纳撒尼尔·布佐尼克/理查德·劳斯伯格/马特·纳夫莱/费拉斯·迪拉尼/瑞安·柯尔/卢克·佩格勒,"$67,209,615","$113,241,303","$180,450,918",tt2119532
13,风之谷 風の谷のナウシカ,Nausicaä of the Valley of the Wind,8.9,1984,117分钟,279280,宫崎骏,宫崎骏,动画/奇幻/冒险,岛本须美/松田洋治/榊原良子/辻村真人/京田尚子/纳谷悟朗/永井一郎/宫内幸平/八奈见乘儿/矢田稔/富永美伊奈/家弓家正/吉田理保子/菅谷政子/坂本千夏/鳕子/麦人/大塚芳忠,"$495,770","$1,845,211","$2,340,981",tt0087544
14,傲慢与偏见 Pride & Prejudice,Pride & Prejudice,8.6,2005,129 分钟,540926,乔·赖特,简·奥斯汀/黛博拉·莫盖茨,剧情/爱情,凯拉·奈特莉/马修·麦克费登/唐纳德·萨瑟兰/布兰达·布莱斯/凯瑞·穆里根/裴淳华/吉娜·马隆/妲露拉·莱莉/朱迪·丹奇/西蒙·伍兹/克劳迪·布莱克利/汤姆·霍兰德/鲁伯特·弗兰德/凯利·蕾莉/皮普·托伦斯/西妮德·马修斯/佩内洛普·威尔顿/塔姆金·莫钦特,"$38,405,088","$83,211,467","$121,616,555",tt0414387
15,人生果实 人生フルーツ,Life Is Fruity,9.5,2017,91分钟,92168,伏原健之,津端修一/津端英子/树木希林,纪录片,津端修一/津端英子/树木希林,获取失败,"$460,508","$460,508",tt6161512
16,时空恋旅人 About Time,About Time,8.7,2013,123分钟,388666,理查德·柯蒂斯,理查德·柯蒂斯,喜剧/爱情/奇幻,多姆纳尔·格里森/瑞秋·麦克亚当斯/比尔·奈伊/莉迪亚·威尔逊/琳赛·邓肯/理查德·科德里/约书亚·麦圭尔/汤姆·霍兰德/玛格特·罗比/维尔·梅里克/凡妮莎·柯比/汤姆·休斯/哈利·海顿-佩顿/米切尔·马伦/丽莎·艾科恩/珍妮·莱恩斯福德/菲利普-沃斯/凯瑟琳·斯戴曼/汤姆·斯托顿/安部春香/李·阿斯奎斯-柯/理查德·班克斯/保罗·布莱克维尔/贝恩·科拉科/格拉姆·柯里/罗薇娜·戴蒙德/约翰·达根/迪诺·法赞尼/内芙·加切夫/理查德·E·格兰特/理查德·格雷弗斯/李·尼古拉斯·哈里斯/理查德·赫德曼/李仙湖/马修·C·马蒂诺/马汀·麦格/艾莉克丝摩尔,"$15,322,921","$71,777,528","$87,100,449",tt2194499
17,上帝之城 Cidade de Deus,City of God,8.9,2002,130分钟,228936,费尔南多·梅里尔斯/卡迪亚·兰德,保罗·林斯/布罗里欧·曼托伐尼,剧情/犯罪,亚历桑德雷·罗德里格斯/莱安德鲁·菲尔米诺/菲利佩·哈根森/道格拉斯·席尔瓦/乔纳森·哈根森/马修斯·纳克加勒/索·豪黑/艾莉丝·布拉加,"$7,564,459","$23,116,334","$30,680,793",tt0317248
18,教父3 The Godfather: Part III,The Godfather: Part III,8.9,1990,170分钟,243941,弗朗西斯·福特·科波拉,马里奥·普佐/弗朗西斯·福特·科波拉,剧情/犯罪,阿尔·帕西诺/黛安·基顿/塔莉娅·夏尔/安迪·加西亚/埃里·瓦拉赫/乔·曼特纳/乔治·汉密尔顿/布里吉特·芳达/索菲亚·科波拉/雷夫·瓦朗/弗兰克·德安布罗西奥/敦尔·当纳利/理查德·布赖特/赫尔穆特·贝格/唐·诺韦洛,"$66,666,062","$70,100,000","$136,766,062",tt0099674
19,天书奇谭,Secrets of the Heavenly Book,9.2,1983,89分钟,144060,王树忱/钱运达,王树忱/包蕾,动画/奇幻,丁建华/毕克/苏秀/程晓桦/施融/于鼎/杨成纯/孙渝烽/胡庆汉/尚华/刘广宁/乔榛/严崇德/伍经纬/童自荣/程玉珠/曹雷/王建新/杨文元/富润生/刘钦/刘风/翟巍/张欣/郭易峰/王肖兵,获取失败,获取失败,获取失败,tt6035092
20,电锯惊魂 Saw,Saw,8.7,2004,103分钟,353774,温子仁,温子仁/雷·沃纳尔,悬疑/惊悚/恐怖,雷·沃纳尔/加利·艾尔维斯/丹尼·格洛弗/肯·梁/迪娜·迈耶/迈克·巴特斯/保罗·古德勒支/迈克尔·爱默生/本尼托·马丁内斯/肖妮·史密斯/麦肯兹·韦加/莫妮卡·波特/耐德·巴拉米/亚丽姗卓·全/托宾·贝尔,"$56,000,369","$47,911,300","$103,911,669",tt0387564
21,喜宴 囍宴,The Wedding Banquet,8.9,1993,108分钟,238301,李安,李安/冯光远/詹姆斯·夏慕斯,剧情/喜剧/爱情/同性/家庭,赵文瑄/郎雄/归亚蕾/金素梅/米切尔·利希藤斯坦,"$6,933,459",获取失败,"$6,933,459",tt0107156
22,英雄本色,A Better Tomorrow,8.7,1986,95分钟,354646,吴宇森,陈庆嘉/吴宇森/梁淑华,剧情/动作/犯罪,周润发/狄龙/张国荣/朱宝意/李子雄/田丰/吴宇森/曾江/成奎安/徐克/陈志辉,获取失败,"$4,999,517","$4,999,517",tt0092263
23,被解救的姜戈 Django Unchained,Django Unchained,8.7,2012,163分钟(中国大陆),434200,昆汀·塔伦蒂诺,昆汀·塔伦蒂诺,剧情/动作/西部/冒险,杰米·福克斯/莱昂纳多·迪卡普里奥/克里斯托弗·瓦尔兹/塞缪尔·杰克逊/凯丽·华盛顿/沃尔顿·戈金斯/丹尼斯·克里斯托弗/乔纳·希尔/詹姆斯·瑞马尔/爱波·塔布琳/弗兰科·内罗/罗伯特·卡拉丁/佐伊·贝尔,"$162,805,434","$262,562,804","$425,368,238",tt1853728
24,谍影重重3 The Bourne Ultimatum,The Bourne Ultimatum,8.8,2007,115分钟,306222,保罗·格林格拉斯,托尼·吉尔罗伊/乔治·诺非/斯科特·Z·本恩斯,动作/悬疑/惊悚,马特·达蒙/朱丽娅·斯蒂尔斯/大卫·斯特雷泽恩/斯科特·格伦/帕迪·康斯戴恩/埃德加·拉米雷兹/阿尔伯特·芬尼/琼·艾伦/Tom Gallop/克里·约翰逊/丹尼尔·布鲁尔/乔伊·安沙/科林·斯廷顿/丹·弗雷登堡/Lucy Liemann,"$227,471,070","$216,628,965","$444,100,035",tt0440963
0,岁月神偷 歲月神偷,Echoes of the Rainbow,8.7,2010,117分钟,455093,罗启锐,罗启锐/张婉婷,剧情/家庭,吴君如/任达华/钟绍图/李治廷/蔡颖恩/秦沛/夏萍/谷德昭/许鞍华/张同祖/庄域飞/威廉希路/李健兴/林耀祺/廖爱玲/张翼东/钱耀荣/谭瓒强/陈庆航/黎祥荣,获取失败,"$3,106,414","$3,106,414",tt1602572
1,七武士 七人の侍,Seven Samurai,9.2,1954,207分钟,132759,黑泽明,黑泽明/桥本忍/小国英雄,剧情/动作/冒险,三船敏郎/志村乔/津岛惠子/岛崎雪子/藤原釜足/加东大介/木村功/千秋实/宫口精二/小杉义男/左卜全/稻叶义男/土屋嘉男/高堂国典/东野英治郎/上田吉二郎/多多良纯/渡边笃/小川虎之助/山形勋/上山草人/清水元/高木新平/大友伸/高原骏雄/稻垣三郎/堺左千夫/千石规子/本间文子/大久保正信/伊藤实/大村千吉/广濑正一/宇野晃司/谷晃/中岛春雄/清水美恵/熊谷卓三/夏木顺平/岩本弘司/堤康久/马野都留子/森今日子/加藤武/仲代达矢/宇津井健/山本廉,"$318,649","$4,124","$322,773",tt0047478
2,哪吒闹海,Prince Nezha's Triumph Against Dragon King,9.1,1979,65分钟,173002,严定宪/王树忱/徐景达,王树忱,动画/奇幻/冒险,梁正晖/邱岳峰/毕克/富润生/尚华/于鼎,获取失败,获取失败,获取失败,tt0354770
3,我是山姆 I Am Sam,I Am Sam,8.9,2001,132 分钟,212587,杰茜·尼尔森,杰茜·尼尔森/克里斯汀·约翰逊,剧情/家庭,西恩·潘/达科塔·范宁/米歇尔·菲佛/黛安·韦斯特/洛雷塔·迪瓦恩/理查德·希夫/劳拉·邓恩,"$40,311,852","$57,506,287","$97,818,139",tt0277027
4,疯狂原始人 The Croods,The Croods,8.7,2013,98分钟,615970,柯克·德·米科/克里斯·桑德斯,克里斯·桑德斯/柯克·德·米科/约翰·克立斯,喜剧/动画/冒险,尼古拉斯·凯奇/艾玛·斯通/瑞恩·雷诺兹/凯瑟琳·基纳/克萝丽丝·利奇曼/克拉克·杜克/克里斯·桑德斯/兰迪·汤姆,"$187,168,425","$400,036,243","$587,204,668",tt0481499
5,头号玩家 Ready Player One,Ready Player One,8.7,2018,140分钟,1006521,史蒂文·斯皮尔伯格,扎克·佩恩/恩斯特·克莱恩,动作/科幻/冒险,泰伊·谢里丹/奥利维亚·库克/本·门德尔森/马克·里朗斯/丽娜·维特/森崎温/赵家正/西蒙·佩吉/T·J·米勒/汉娜·乔恩-卡门/拉尔夫·伊内森/苏珊·林奇/克莱尔·希金斯/劳伦斯·斯佩尔曼/佩蒂塔·维克斯/艾萨克·安德鲁斯,"$137,690,172","$445,200,000","$582,890,172",tt1677720
6,纵横四海 緃横四海,Once a Thief,8.8,1991,108分钟,286932,吴宇森,吴宇森/高志森/秦小珍,剧情/喜剧/动作/犯罪,周润发/张国荣/钟楚红/朱江/曾江/胡枫/唐宁/邓一君,获取失败,获取失败,获取失败,tt0101020
7,釜山行 부산행,Train to Busan,8.5,2016,118分钟,793926,延尚昊,延尚昊,动作/惊悚/灾难,孔侑/郑有美/马东锡/金秀安/金义城/崔宇植/安昭熙/崔奎华/郑锡勇/艺秀晶/朴明申/张赫镇/禹都临/沈恩京,"$2,129,768","$90,558,607","$92,688,375",tt5700672
8,"三块广告牌 Three Billboards Outside Ebbing, Missouri","Three Billboards Outside Ebbing, Missouri",8.7,2017,115分钟,601461,马丁·麦克唐纳,马丁·麦克唐纳,剧情/犯罪,弗兰西斯·麦克多蒙德/伍迪·哈里森/山姆·洛克威尔/艾比·考尼什/卢卡斯·赫奇斯/彼特·丁拉基/约翰·浩克斯/卡赖伯·兰德里·琼斯/凯瑟琳·纽顿/凯瑞·康顿/泽利科·伊万内克/萨玛拉·维文/克拉克·彼得斯/尼克·瑟西/阿曼达·沃伦/玛拉雅·瑞沃拉·德鲁 /布兰登·萨克斯顿/迈克尔·艾伦·米利甘,"$54,513,740","$105,678,291","$160,192,031",tt5027774
9,心迷宫,Deep in the Heart,8.7,2014,110分钟(中国大陆),345795,忻钰坤,忻钰坤/冯元良/鲁妮凡,剧情/悬疑/犯罪,霍卫民/王笑天/罗芸/杨瑜珍/孙黎/邵胜杰/曹西安/贾致钢/朱自清/王梓尘/赵梓彤/贾世忠/袁满/陈梅生/张景素/平坦/金子/张建军,获取失败,"$690,000","$690,000",tt4078856
10,达拉斯买家俱乐部 Dallas Buyers Club,Dallas Buyers Club,8.8,2013,117分钟,321347,让-马克·瓦雷,克莱格·鲍登/梅丽莎·沃雷克,剧情/同性/传记,马修·麦康纳/詹妮弗·加纳/杰瑞德·莱托/斯蒂夫·扎恩/达拉斯·罗伯特斯/凯文·兰金/丹尼斯·欧哈拉/简·麦克尼尔/格里芬·邓恩/詹姆斯·杜蒙特/朱丽叶·里夫斯/斯蒂菲·格罗特/J·D·埃弗摩尔,"$27,298,285","$28,438,303","$55,736,588",tt0790636
11,萤火虫之墓 火垂るの墓,Grave of the Fireflies,8.7,1988,89 分钟,318597,高畑勋,高畑勋/野坂昭如,剧情/动画/战争,辰己努/白石绫乃/志乃原良子/山口朱美/端田宏三,"$516,962",获取失败,"$516,962",tt0095327
12,真爱至上 Love Actually,Love Actually,8.6,2003,135 分钟,520081,理查德·柯蒂斯,理查德·柯蒂斯,剧情/喜剧/爱情,休·格兰特/科林·费尔斯/艾玛·汤普森/凯拉·奈特莉/连姆·尼森/托马斯·布罗迪-桑斯特/比尔·奈伊/马丁·弗瑞曼/劳拉·琳妮/艾伦·瑞克曼/克里斯·马歇尔/罗德里戈·桑托罗/罗温·艾金森/比利·鲍伯·松顿/玛汀·麦古基安/安德鲁·林肯/露西娅·莫尼斯/海克·玛卡琪,"$59,696,144","$185,235,622","$244,931,766",tt0314331
13,荒蛮故事 Relatos salvajes,Wild Tales,8.8,2014,122分钟,295190,达米安·斯兹弗隆,达米安·斯兹弗隆,剧情/喜剧/犯罪,达里奥·格兰迪内蒂/玛丽娅·玛努尔/莫妮卡·比利亚/丽塔·科尔泰塞/胡丽叶塔·泽尔贝伯格/凯撒·博尔东/莱昂纳多·斯巴拉格利亚/沃尔特·多纳多/里卡多·达林/南希·杜普拉/奥斯卡·马丁内兹/玛莉亚·奥内托/奥斯马·努涅斯/赫尔曼·德·席尔瓦/艾丽卡·里瓦斯/地亚哥·詹蒂莱/玛格丽塔·莫菲诺,"$3,106,530","$27,536,174","$30,642,704",tt3011894
14,贫民窟的百万富翁 Slumdog Millionaire,Slumdog Millionaire,8.6,2008,120 分钟,569553,丹尼·博伊尔/洛芙琳·坦丹,西蒙·博福伊/维卡斯·史瓦卢普,剧情/爱情,戴夫·帕特尔/沙鲁巴·舒克拉/亚尼·卡普/拉詹德拉纳斯·祖特施/吉尼瓦·塔瓦尔/芙蕾达·平托/伊尔凡·可汗/爱资哈尔丁·穆罕默德·伊斯梅尔/阿什·马赫什·舍德卡/马赫什·曼杰瑞卡/麦活·米泰尔,"$141,319,928","$236,701,457","$378,021,385",tt1010048
15,东邪西毒 東邪西毒,Ashes of Time,8.6,1994,100分钟,432138,王家卫,王家卫/金庸,剧情/动作/爱情/武侠/古装,张国荣/林青霞/梁朝伟/张学友/张曼玉/刘嘉玲/梁家辉/杨采妮/邹兆龙,"$174,273","$1,761,143","$1,935,416",tt0109688
16,记忆碎片 Memento,Memento,8.6,2000,113分钟,437363,克里斯托弗·诺兰,克里斯托弗·诺兰/乔纳森·诺兰,剧情/悬疑/惊悚/犯罪,盖·皮尔斯/凯瑞-安·莫斯/乔·潘托里亚诺/小马克·布恩/拉什·费加/乔雅·福克斯/斯蒂芬·托布罗斯基/哈里特·桑塞姆·哈里斯/托马斯·列农/考乐姆·吉斯·雷尼/金伯利·坎贝尔/玛丽安妮·穆勒雷尔/拉里·霍尔登,"$25,544,867","$14,178,229","$39,723,096",tt0209144
17,爆裂鼓手 Whiplash,Whiplash,8.7,2014,107分钟,394045,达米恩·查泽雷,达米恩·查泽雷,剧情/音乐,迈尔斯·特勒/J·K·西蒙斯/保罗·雷瑟/梅莉莎·班诺伊/奥斯汀·斯托维尔/内特·朗/克里斯·马尔基/达蒙·冈普顿/Suanne Spoke/马科斯·卡锡/Charlie Ian/杰森·布莱尔/科菲·斯里博伊/卡维塔帕蒂尔/C.J. Vana/塔里克·洛维/卡尔文·C·温布什/迈克尔·D·科恩/艾普尔·格雷斯/马库斯·亨德森/亨利·G.桑德斯/温迪·李/米歇尔·拉夫,"$13,092,000","$35,890,041","$48,982,041",tt2582802
18,哈利·波特与阿兹卡班的囚徒 Harry Potter and the Prisoner of Azkaban,Harry Potter and the Prisoner of Azkaban,8.7,2004,141 分钟,389357,阿方索·卡隆,史蒂夫·克洛夫斯/J·K·罗琳,奇幻/冒险,丹尼尔·雷德克里夫/艾玛·沃森/鲁伯特·格林特/加里·奥德曼/朱丽·沃特斯/邦妮·怀特/大卫·休里斯/迈克尔·刚本/艾伦·瑞克曼/玛吉·史密斯/汤姆·费尔顿/艾玛·汤普森/朱莉·克里斯蒂/蒂莫西·斯波,"$249,975,996","$546,117,805","$796,093,802",tt0304141
19,你的名字。 君の名は。,Your Name.,8.4,2016,106分钟,974018,新海诚,新海诚,剧情/爱情/动画,神木隆之介/上白石萌音/长泽雅美/市原悦子/成田凌/悠木碧/岛崎信长/石川界人/谷花音/寺杣昌纪/大原沙耶香/井上和彦/茶风林/加藤有花/花泽香菜/寺崎裕香,"$5,017,246","$353,905,460","$358,922,706",tt5311514
20,花样年华 花樣年華,In the Mood for Love,8.6,2000,98 分钟,403189,王家卫,王家卫,剧情/爱情,梁朝伟/张曼玉/潘迪华/萧炳林/张耀扬/孙佳君/钱似莺/顾锦华,"$2,738,980","$10,115,973","$12,854,953",tt0118694
21,黑天鹅 Black Swan,Black Swan,8.6,2010,108分钟,630853,达伦·阿伦诺夫斯基,安德雷斯·海因斯/马克·海曼/约翰·J·麦克劳克林,剧情/惊悚,娜塔莉·波特曼/米拉·库尼斯/文森特·卡索/芭芭拉·赫希/薇诺娜·瑞德/本杰明·米派德/克塞尼亚·索罗/克里斯汀娜·安娜波/詹妮特·蒙哥马利/塞巴斯蒂安·斯坦/托比·海明威/塞尔吉奥·托拉多/马克·马戈利斯/蒂娜·斯隆/亚伯拉罕·阿罗诺夫斯基/夏洛特·阿罗诺夫斯基/玛西娅·让·库尔茨/肖恩·奥哈根/克里斯托弗·加廷/黛博拉·奥夫纳/斯坦利·B·赫尔曼/库尔特·弗勒曼/帕特里克·赫辛格/莎拉·海伊,"$106,954,678","$222,443,368","$329,398,046",tt0947798
22,卢旺达饭店 Hotel Rwanda,Hotel Rwanda,8.9,2004,121分钟,206305,特瑞·乔治,凯尔·皮尔森/特瑞·乔治,剧情/历史/战争,唐·钱德尔/苏菲·奥康内多/华金·菲尼克斯/尼克·诺特/哈基姆·凯-卡西姆/托尼·戈罗奇/法纳·莫科纳/大卫·奥哈拉/莫苏西·麦格诺/西莫·莫加瓦扎/卡拉·西摩/罗伯托·西特兰/德斯蒙德·杜布/蕾乐蒂·库马洛,"$23,530,892","$10,351,351","$33,882,243",tt0395169
23,忠犬八公物语 ハチ公物語,Hachi-ko,9.2,1987,107 分钟,130528,神山征二郎,新藤兼人,剧情,山本圭/井川比佐志/片桐入/仲代达矢/春川真澄/八千草薰/石野真子/殿山泰司/加藤嘉/石仓三郎/泉谷茂/柳叶敏郎,获取失败,获取失败,获取失败,tt0093132
24,黑客帝国3：矩阵革命 The Matrix Revolutions,The Matrix Revolutions,8.7,2003,129 分钟,294612,莉莉·沃卓斯基/拉娜·沃卓斯基,莉莉·沃卓斯基/拉娜·沃卓斯基,动作/科幻,基努·里维斯/劳伦斯·菲什伯恩/凯瑞-安·莫斯/雨果·维文/贾达·萍克·史密斯/凯特·宾汉/玛丽·爱丽丝/莫妮卡·贝鲁奇/埃茜·戴维斯/克里斯托弗·卡比/罗伯特·马莫内/罗宾·奈文/吉娜薇·欧瑞丽/诺娜·加耶/纳撒尼尔·利斯/哈里·伦尼克斯/哈罗德·佩里诺/鲁伯特·雷德/凯文·迈克尔·理查德森/大卫·罗伯茨/布鲁斯·斯宾斯/吉娜·托瑞斯/克莱顿·华生/赫尔穆特·巴凯蒂斯/邹兆龙/乔·曼宁/Tanveer K. Atwal/拉黑·休姆/康奈尔·韦斯特/伯纳德·怀特/朗贝尔·维尔森/安东尼·布兰登·黄/安东尼·泽比/克雷格·沃克,"$139,313,948","$288,030,083","$427,344,031",tt0242653
0,模仿游戏 The Imitation Game,The Imitation Game,8.7,2014,114分钟,429706,莫滕·泰杜姆,格拉汉姆·摩尔/安德鲁·霍奇斯,剧情/同性/传记/战争,本尼迪克特·康伯巴奇/凯拉·奈特莉/马修·古迪/罗里·金尼尔/艾伦·里奇/马修·比尔德/查尔斯·丹斯/马克·斯特朗/詹姆斯·诺斯科特/汤姆·古德曼-希尔/史蒂芬·威丁顿/伊兰·古德曼/杰克·塔尔登/埃里克斯·劳瑟/杰克·巴农/塔彭丝·米德尔顿/安德鲁·哈维尔/维尔·博登/李·阿斯奎斯-柯/海莉·乔安妮·培根/安库塔·布雷班/格雷斯·卡尔德/理查德·坎贝尔/温斯顿·丘吉尔/克里斯·考林/汉娜·弗林/阿道夫·希特勒/卢克·霍普/斯图尔特·马修斯/亚当·诺威尔/哈里·S·杜鲁门,"$91,125,683","$142,430,025","$233,555,708",tt2084970
1,一个叫欧维的男人决定去死 En man som heter Ove,A Man Called Ove,8.8,2015,116分钟,257715,汉内斯·赫尔姆,弗雷德里克·巴克曼/汉内斯·赫尔姆,剧情,罗夫·拉斯加德/巴哈·帕斯/托比亚斯·阿姆博瑞/菲利普·伯格/安娜-莱娜·布伦丁/博瑞·伦贝里/埃达·英格薇/弗雷德里克·埃弗斯/玛德琳·雅各布松/查特里娜·拉松/杰克尔·法尔斯特伦,"$3,479,315","$27,212,381","$30,691,696",tt4080728
2,头脑特工队 Inside Out,Inside Out,8.7,2015,95分钟,414780,彼特·道格特/罗纳尔多·德尔·卡门,彼特·道格特/罗纳尔多·德尔·卡门/梅格·勒福夫/乔什·库雷/迈克尔·阿恩特/西蒙·里奇/鲍勃·彼德森/比尔·哈德尔/艾米·波勒,喜剧/动画/冒险,艾米·波勒/菲利丝·史密斯/理查德·坎德/比尔·哈德尔/刘易斯·布莱克/敏迪·卡灵/凯特林·迪亚斯/戴安·琳恩/凯尔·麦克拉克伦/波拉·庞德斯通/鲍比·莫尼汉/宝拉·佩尔/大卫·戈尔兹/弗兰克·奥兹/乔什·库雷/弗利/约翰·拉岑贝格/卡洛斯·阿拉斯拉奇/皮特·萨加尔/拉什达·琼斯/罗里·艾伦/约翰·齐甘/雪莉·琳恩/拉瑞恩·纽曼/帕丽斯·冯·戴克,"$356,461,711","$501,149,463","$857,611,174",tt2096673
3,哈利·波特与密室 Harry Potter and the Chamber of Secrets,Harry Potter and the Chamber of Secrets,8.6,2002,161分钟,408297,克里斯·哥伦布,史蒂夫·克洛夫斯/J·K·罗琳,奇幻/冒险,丹尼尔·雷德克里夫/艾玛·沃森/鲁伯特·格林特/汤姆·费尔顿/理查德·格雷弗斯/费奥纳·肖/托比·琼斯/朱丽·沃特斯/邦妮·怀特/詹森·艾萨克/肯尼思·布拉纳/艾伦·瑞克曼/理查德·哈里斯/玛吉·史密斯/约翰·克立斯/肖恩·比格斯代夫/克里斯·兰金/克里斯蒂安·库尔森,"$262,450,136","$617,015,457","$879,465,594",tt0295297
4,雨人 Rain Man,Rain Man,8.7,1988,133分钟,306817,巴瑞·莱文森,罗纳德·巴斯/巴里·莫罗,剧情,达斯汀·霍夫曼/汤姆·克鲁斯/瓦莱丽亚·戈利诺/邦尼·亨特,"$172,825,435","$182,000,000","$354,825,435",tt0095953
5,你看起来好像很好吃 おまえうまそうだな,Omae umasoudana,8.9,2010,90分钟,245609,藤森雅也,村上修/神野博明/宫西达也,剧情/动画/儿童,山口胜平/爱河里花子/加藤清史郎/原田知世/川岛得爱/折笠富美子/桐本拓哉/别所哲也/矢田稔/川村万梨阿/高乃丽/小室正幸/江川央生/志村知幸/胜沼纪义/井田国男/宫西达也/宫西美奈子,获取失败,"$1,216,304","$1,216,304",tt1734113
6,未麻的部屋 Perfect Blue,Perfect Blue,8.9,1997,81 分钟,185458,今敏,村井贞之/竹内义和,动画/惊悚/奇幻,岩男润子/松本梨香/辻亲八/大仓正章/秋元羊介/盐屋翼/堀秀行/筱原惠美/江原正士/梁田清之/古泽彻/新山志保/古川惠实子/原亚弥/三木真一郎/山野井仁/田野惠 /长嶝高士/陶山章央/细井治/远近孝一/本井英美/保志总一朗/谷山纪章/北野诚/南香织/商店一野,"$558,598","$4,532","$563,130",tt0156887
7,无敌破坏王 Wreck-It Ralph,Wreck-It Ralph,8.7,2012,101分钟,378165,瑞奇·摩尔,菲尔·约翰斯顿/珍妮弗·李/瑞奇·摩尔/吉姆·里尔顿/约翰·C·赖利/山姆·J·莱文/贾里德·斯特恩,喜剧/动画/奇幻/冒险,约翰·C·赖利/萨拉·西尔弗曼/杰克·麦克布瑞尔/简·林奇/艾伦·图代克/敏迪·卡灵/乔·洛·特鲁格里奥/艾德·奥尼尔/丹尼斯·海斯伯特/伊迪·麦克勒格/雷蒙德·S·佩尔西/杰斯·哈梅尔/瑞秋·哈里斯/斯盖拉·阿斯丁/亚当·卡罗拉/霍拉提奥·桑斯/莫里斯·拉马奇/斯戴芬妮·斯考特/约翰·迪·马吉欧/瑞奇·摩尔/凯蒂·洛斯/贾米·埃曼/乔西·特立尼达/辛贝·沃克/塔克·吉莫尔/布兰登·斯考特/蒂姆·梅尔滕斯/凯文·迪特斯/杰洛·里佛斯/马丁·贾维斯/布莱恩·克辛格/罗杰·克莱格·史密斯/菲尔·约翰斯顿/鲁本·兰登/凯尔·赫伯特/洁米·斯贝勒·罗伯茨/尼克·格里姆肖,"$189,422,889","$281,800,000","$471,222,889",tt1772341
8,恋恋笔记本 The Notebook,The Notebook,8.5,2004,123分钟,470562,尼克·卡萨维蒂,扬·萨尔迪/杰里米·莱文/尼古拉斯·斯帕克斯,剧情/爱情,瑞恩·高斯林/瑞秋·麦克亚当斯/吉娜·罗兰兹/詹姆斯·加纳/斯塔尔勒塔·杜波利斯/凯文·康诺利/希瑟·沃奎斯特/杰弗里·奈特/琼·艾伦/詹姆斯·麦斯登,"$81,001,787","$35,142,739","$116,144,526",tt0332280
9,冰川时代 Ice Age,Ice Age,8.6,2002,81 分钟,453826,卡洛斯·沙尔丹哈/克里斯·韦奇,迈克尔·伯格 /迈克尔·J·威尔森/彼得·阿克曼,喜剧/动画/冒险,雷·罗马诺/约翰·雷吉扎莫/丹尼斯·利瑞/杰克·布莱克,"$176,387,405","$206,869,731","$383,257,136",tt0268380
10,新世界 신세계,New World,8.8,2013,134分钟,229075,朴勋政,朴勋政,剧情/犯罪,李政宰/崔岷植/黄政民/宋智孝/朴圣雄/金秉玉/金胤成,"$457,806","$31,215,066","$31,672,872",tt2625030
11,海街日记 海街diary,Our Little Sister,8.8,2015,127分钟,277711,是枝裕和,是枝裕和/吉田秋生,剧情/家庭,绫濑遥/长泽雅美/夏帆/广濑铃/大竹忍/堤真一/加濑亮/风吹淳/中川雅也/前田旺志郎 /铃木亮平/坂口健太郎/树木希林,"$531,996","$15,386,105","$15,918,101",tt3756788
12,海边的曼彻斯特 Manchester by the Sea,Manchester by the Sea,8.6,2016,137分钟,351145,肯尼思·洛纳根,肯尼思·洛纳根,剧情/家庭,卡西·阿弗莱克/卢卡斯·赫奇斯/米歇尔·威廉姆斯/C·J·威尔逊/凯尔·钱德勒/卡拉·海沃德/格瑞辰·摩尔/泰特·多诺万/埃里卡·麦克德莫特/希瑟·伯恩斯/蜜西·雅格/斯蒂芬·亨德森/本·汉森/玛丽·梅伦/安东尼·埃斯特拉/苏珊·波尔法/罗伯特·塞拉/卡罗琳·皮克曼/约什·汉密尔顿/肖恩·菲茨吉本/肯尼思·洛纳根/安娜·巴瑞辛尼科夫/利亚姆·麦克尼尔/马修·布罗德里克/Kt·巴达萨罗/威廉·博恩凯塞尔/弗兰克·达戈斯蒂诺/托马斯·马里亚诺,"$47,695,371","$31,292,777","$78,988,148",tt4034228
13,二十二,Twenty Two,8.7,2015,99分钟(公映版),211759,郭柯,,纪录片,,"$46,796","$26,249,484","$26,296,280",tt3843282
